"date","hour","height"
"23/07/14","21:32",2.9
"24/07/14","03:09",0.9
"24/07/14","09:21",3.1
"24/07/14","17:32",0.6
"24/07/14","22:23",2.9
"25/07/14","04:08",0.8
"25/07/14","10:11",3.1
"25/07/14","17:58",0.6
"25/07/14","23:02",3
"26/07/14","05:11",0.7
"26/07/14","10:58",3.2
"26/07/14","18:41",0.5
"26/07/14","23:36",3
"27/07/14","06:08",0.7
"27/07/14","11:36",3.2
"27/07/14","19:04",0.5
"28/07/14","00:09",3.1
"28/07/14","06:51",0.6
"28/07/14","12:04",3.2
"28/07/14","19:41",0.5
"29/07/14","00:41",3.1
"29/07/14","07:38",0.6
"29/07/14","12:32",3.2
"29/07/14","19:58",0.5
"30/07/14","00:41",3
"30/07/14","07:43",0.6
"30/07/14","12:53",3.2
"30/07/14","20:36",0.5
"31/07/14","01:15",3.1
"31/07/14","08:28",0.7
"31/07/14","13:23",3.2
"31/07/14","20:43",0.6
"01/08/14","01:49",3
"01/08/14","08:45",0.7
"01/08/14","14:02",3.1
"01/08/14","21:19",0.7
"02/08/14","02:26",3
"02/08/14","09:30",0.8
"02/08/14","14:51",2.9
"02/08/14","21:58",0.8
"03/08/14","03:11",2.9
"03/08/14","10:23",0.9
"03/08/14","15:41",2.8
"03/08/14","22:47",0.9
"04/08/14","04:09",2.9
"04/08/14","11:21",0.9
"04/08/14","16:45",2.7
"04/08/14","23:39",0.9
"05/08/14","05:15",2.9
"05/08/14","12:32",0.9
"05/08/14","18:00",2.6
"06/08/14","00:41",0.9
"06/08/14","06:30",2.9
"06/08/14","13:49",0.8
"06/08/14","19:23",2.7
"07/08/14","02:02",0.9
"07/08/14","07:47",3
"07/08/14","15:02",0.7
"07/08/14","20:39",2.9
"08/08/14","03:11",0.7
"08/08/14","08:56",3.2
"08/08/14","16:23",0.6
"08/08/14","21:38",3
"09/08/14","04:15",0.5
"09/08/14","09:56",3.4
"09/08/14","17:45",0.4
"09/08/14","22:28",3.2
"10/08/14","05:30",0.4
"10/08/14","10:47",3.5
"10/08/14","18:49",0.2
"10/08/14","23:19",3.3
"11/08/14","06:45",0.3
"11/08/14","11:32",3.6
"11/08/14","19:39",0.1
"12/08/14","00:09",3.4
"12/08/14","07:47",0.1
"12/08/14","12:19",3.6
"12/08/14","20:13",0.1
"13/08/14","00:41",3.4
"13/08/14","08:39",0.1
"13/08/14","13:13",3.6
"13/08/14","20:54",0.1
"14/08/14","01:24",3.4
"14/08/14","09:15",0.2
"14/08/14","14:06",3.4
"14/08/14","21:38",0.3
"15/08/14","02:17",3.3
"15/08/14","09:51",0.4
"15/08/14","14:43",3.3
"15/08/14","21:38",0.5
"16/08/14","03:08",3.1
"16/08/14","10:36",0.6
"16/08/14","15:38",3
"16/08/14","22:08",0.7
"17/08/14","03:45",3
"17/08/14","10:38",0.8
"17/08/14","16:41",2.8
"17/08/14","22:39",0.9
"18/08/14","04:51",2.8
"18/08/14","11:32",0.9
"18/08/14","17:47",2.6
"18/08/14","23:19",1.1
"19/08/14","05:58",2.8
"19/08/14","12:49",1
"19/08/14","18:53",2.6
"20/08/14","00:26",1.1
"20/08/14","07:04",2.8
"20/08/14","14:13",0.9
"20/08/14","20:11",2.6
"21/08/14","01:54",1.1
"21/08/14","08:09",2.9
"21/08/14","15:39",0.8
"21/08/14","21:11",2.8
"22/08/14","03:02",1
"22/08/14","09:09",3
"22/08/14","16:43",0.6
"22/08/14","21:51",2.9
"23/08/14","04:02",0.8
"23/08/14","09:58",3.1
"23/08/14","17:28",0.5
"23/08/14","22:34",3.1
"24/08/14","04:58",0.7
"24/08/14","10:39",3.2
"24/08/14","17:56",0.5
"24/08/14","23:09",3.1
"25/08/14","05:49",0.6
"25/08/14","11:13",3.2
"25/08/14","18:36",0.4
"25/08/14","23:47",3.2
"26/08/14","06:39",0.5
"26/08/14","11:47",3.2
"26/08/14","19:02",0.4
"27/08/14","00:17",3.1
"27/08/14","07:15",0.5
"27/08/14","12:11",3.2
"27/08/14","19:43",0.4
"28/08/14","00:26",3.1
"28/08/14","07:45",0.5
"28/08/14","12:32",3.2
"28/08/14","20:04",0.5
"29/08/14","00:47",3.1
"29/08/14","08:28",0.6
"29/08/14","13:06",3.2
"29/08/14","20:32",0.6
"30/08/14","01:21",3.1
"30/08/14","08:32",0.7
"30/08/14","13:47",3.1
"30/08/14","21:02",0.6
"31/08/14","01:56",3.1
"31/08/14","09:15",0.7
"31/08/14","14:28",3
"31/08/14","21:39",0.8
"01/09/14","02:39",3
"01/09/14","10:00",0.8
"01/09/14","15:15",2.8
"01/09/14","22:15",0.9
"02/09/14","03:30",2.9
"02/09/14","10:56",0.8
"02/09/14","16:15",2.7
"02/09/14","23:02",0.9
"03/09/14","04:32",2.9
"03/09/14","12:02",0.9
"03/09/14","17:34",2.6
"04/09/14","00:06",1
"04/09/14","06:06",2.9
"04/09/14","13:24",0.8
"04/09/14","19:08",2.7
"05/09/14","01:28",0.9
"05/09/14","07:39",3
"05/09/14","14:39",0.7
"05/09/14","20:21",2.9
"06/09/14","02:53",0.7
"06/09/14","08:45",3.2
"06/09/14","16:13",0.5
"06/09/14","21:19",3.1
"07/09/14","04:13",0.5
"07/09/14","09:39",3.4
"07/09/14","17:34",0.4
"07/09/14","22:11",3.3
"08/09/14","05:36",0.4
"08/09/14","10:26",3.5
"08/09/14","18:24",0.3
"08/09/14","22:58",3.4
"09/09/14","06:43",0.2
"09/09/14","11:15",3.6
"09/09/14","19:02",0.2
"09/09/14","23:34",3.5
"10/09/14","07:36",0.1
"10/09/14","12:09",3.6
"10/09/14","19:53",0.1
"11/09/14","00:19",3.5
"11/09/14","08:09",0.1
"11/09/14","12:53",3.5
"11/09/14","20:39",0.2
"12/09/14","01:08",3.4
"12/09/14","08:54",0.2
"12/09/14","13:34",3.4
"12/09/14","20:51",0.4
"13/09/14","01:41",3.3
"13/09/14","09:43",0.3
"13/09/14","14:24",3.2
"13/09/14","21:21",0.6
"14/09/14","02:23",3.2
"14/09/14","10:09",0.6
"14/09/14","15:13",3
"14/09/14","21:38",0.8
"15/09/14","03:13",3
"15/09/14","10:26",0.8
"15/09/14","16:02",2.7
"15/09/14","22:06",1
"16/09/14","04:08",2.8
"16/09/14","11:04",0.9
"16/09/14","17:00",2.6
"16/09/14","22:47",1.1
"17/09/14","05:11",2.7
"17/09/14","12:06",1
"17/09/14","18:04",2.5
"17/09/14","23:41",1.3
"18/09/14","06:24",2.6
"18/09/14","13:36",1
"18/09/14","19:17",2.6
"19/09/14","01:41",1.2
"19/09/14","07:38",2.8
"19/09/14","15:09",0.8
"19/09/14","20:28",2.7
"20/09/14","02:56",1
"20/09/14","08:41",2.9
"20/09/14","15:49",0.6
"20/09/14","21:21",3
"21/09/14","03:53",0.8
"21/09/14","09:34",3.1
"21/09/14","16:38",0.5
"21/09/14","22:02",3.1
"22/09/14","04:43",0.6
"22/09/14","10:13",3.2
"22/09/14","17:19",0.4
"22/09/14","22:43",3.2
"23/09/14","05:34",0.5
"23/09/14","10:53",3.2
"23/09/14","17:58",0.4
"23/09/14","23:17",3.3
"24/09/14","06:13",0.5
"24/09/14","11:24",3.2
"24/09/14","18:41",0.4
"24/09/14","23:38",3.3
"25/09/14","06:53",0.4
"25/09/14","11:45",3.2
"25/09/14","19:09",0.4
"26/09/14","00:11",3.2
"26/09/14","07:41",0.5
"26/09/14","12:21",3.2
"26/09/14","19:41",0.4
"27/09/14","00:30",3.2
"27/09/14","08:17",0.5
"27/09/14","12:56",3.2
"27/09/14","20:15",0.5
"28/09/14","01:08",3.2
"28/09/14","08:30",0.6
"28/09/14","13:38",3.1
"28/09/14","20:43",0.6
"29/09/14","01:51",3.1
"29/09/14","09:08",0.6
"29/09/14","14:15",3
"29/09/14","21:15",0.7
"30/09/14","02:32",3
"30/09/14","09:45",0.7
"30/09/14","15:02",2.8
"30/09/14","21:58",0.8
"01/10/14","03:15",3
"01/10/14","10:28",0.8
"01/10/14","16:02",2.7
"01/10/14","22:49",0.9
"02/10/14","04:17",2.9
"02/10/14","11:24",0.8
"02/10/14","17:26",2.7
"02/10/14","23:51",1
"03/10/14","05:47",2.9
"03/10/14","13:15",0.8
"03/10/14","18:56",2.8
"04/10/14","01:26",0.9
"04/10/14","07:19",3
"04/10/14","14:28",0.6
"04/10/14","20:04",3
"05/10/14","02:47",0.7
"05/10/14","08:23",3.2
"05/10/14","15:32",0.5
"05/10/14","21:02",3.2
"06/10/14","04:15",0.5
"06/10/14","09:19",3.4
"06/10/14","16:45",0.4
"06/10/14","21:49",3.4
"07/10/14","05:32",0.3
"07/10/14","10:11",3.5
"07/10/14","17:51",0.3
"07/10/14","22:30",3.5
"08/10/14","06:24",0.2
"08/10/14","11:06",3.5
"08/10/14","18:49",0.2
"08/10/14","23:13",3.5
"09/10/14","07:04",0.1
"09/10/14","11:47",3.5
"09/10/14","19:34",0.3
"09/10/14","23:56",3.5
"10/10/14","07:56",0.1
"10/10/14","12:30",3.4
"10/10/14","19:53",0.4
"11/10/14","00:32",3.4
"11/10/14","08:45",0.2
"11/10/14","13:19",3.3
"11/10/14","20:32",0.5
"12/10/14","01:13",3.3
"12/10/14","09:15",0.4
"12/10/14","14:02",3.2
"12/10/14","20:43",0.6
"13/10/14","02:00",3.2
"13/10/14","09:41",0.6
"13/10/14","14:41",3
"13/10/14","21:13",0.8
"14/10/14","02:41",3
"14/10/14","10:00",0.8
"14/10/14","15:30",2.7
"14/10/14","21:39",1
"15/10/14","03:28",2.8
"15/10/14","10:34",0.9
"15/10/14","16:23",2.6
"15/10/14","22:15",1.1
"16/10/14","04:32",2.7
"16/10/14","11:30",1
"16/10/14","17:23",2.5
"16/10/14","23:15",1.3
"17/10/14","05:47",2.6
"17/10/14","12:54",1
"17/10/14","18:26",2.6
"18/10/14","00:58",1.2
"18/10/14","06:58",2.7
"18/10/14","14:09",0.9
"18/10/14","19:36",2.7
"19/10/14","02:28",1
"19/10/14","08:06",2.8
"19/10/14","15:08",0.7
"19/10/14","20:38",3
"20/10/14","03:24",0.8
"20/10/14","09:00",3
"20/10/14","15:58",0.5
"20/10/14","21:28",3.2
"21/10/14","04:13",0.6
"21/10/14","09:45",3.1
"21/10/14","16:45",0.4
"21/10/14","22:04",3.3
"22/10/14","05:00",0.5
"22/10/14","10:24",3.2
"22/10/14","17:24",0.4
"22/10/14","22:39",3.3
"23/10/14","05:51",0.4
"23/10/14","10:53",3.2
"23/10/14","18:00",0.4
"23/10/14","23:15",3.3
"24/10/14","06:43",0.4
"24/10/14","11:30",3.2
"24/10/14","18:43",0.4
"24/10/14","23:38",3.3
"25/10/14","07:28",0.4
"25/10/14","12:08",3.2
"25/10/14","19:24",0.4
"26/10/14","00:19",3.3
"26/10/14","07:53",0.5
"26/10/14","12:47",3.2
"26/10/14","19:51",0.5
"27/10/14","01:00",3.3
"27/10/14","08:38",0.5
"27/10/14","13:26",3.1
"27/10/14","20:26",0.6
"28/10/14","01:49",3.2
"28/10/14","09:19",0.6
"28/10/14","14:08",3
"28/10/14","21:02",0.7
"29/10/14","02:24",3.2
"29/10/14","09:23",0.6
"29/10/14","14:58",2.9
"29/10/14","21:41",0.8
"30/10/14","03:08",3.1
"30/10/14","10:08",0.7
"30/10/14","15:53",2.8
"30/10/14","22:19",0.9
"31/10/14","04:13",3
"31/10/14","11:08",0.7
"31/10/14","17:21",2.8
"31/10/14","23:17",0.9
"01/11/14","05:45",3
"01/11/14","12:34",0.7
"01/11/14","18:39",2.9
"02/11/14","01:32",0.9
"02/11/14","07:00",3.1
"02/11/14","14:04",0.6
"02/11/14","19:43",3.1
"03/11/14","02:41",0.6
"03/11/14","08:04",3.2
"03/11/14","15:17",0.5
"03/11/14","20:34",3.3
"04/11/14","03:45",0.4
"04/11/14","09:04",3.4
"04/11/14","16:34",0.4
"04/11/14","21:21",3.4
"05/11/14","05:02",0.3
"05/11/14","09:58",3.4
"05/11/14","17:36",0.4
"05/11/14","22:09",3.5
"06/11/14","05:58",0.2
"06/11/14","10:41",3.4
"06/11/14","18:17",0.5
"06/11/14","22:49",3.5
"07/11/14","06:54",0.2
"07/11/14","11:28",3.3
"07/11/14","18:47",0.5
"07/11/14","23:24",3.4
"08/11/14","07:47",0.2
"08/11/14","12:17",3.3
"08/11/14","19:34",0.5
"09/11/14","00:08",3.4
"09/11/14","08:17",0.4
"09/11/14","12:58",3.2
"09/11/14","19:43",0.6
"10/11/14","00:56",3.3
"10/11/14","08:51",0.5
"10/11/14","13:36",3.1
"10/11/14","20:23",0.7
"11/11/14","01:34",3.2
"11/11/14","09:17",0.6
"11/11/14","14:15",2.9
"11/11/14","20:49",0.8
"12/11/14","02:09",3.1
"12/11/14","09:41",0.7
"12/11/14","14:54",2.8
"12/11/14","21:24",0.9
"13/11/14","02:45",2.9
"13/11/14","09:53",0.9
"13/11/14","15:45",2.7
"13/11/14","21:32",1.1
"14/11/14","03:32",2.8
"14/11/14","10:32",0.9
"14/11/14","16:43",2.6
"14/11/14","22:28",1.2
"15/11/14","04:41",2.7
"15/11/14","11:34",1
"15/11/14","17:43",2.6
"16/11/14","00:09",1.2
"16/11/14","05:56",2.6
"16/11/14","13:06",1
"16/11/14","18:43",2.7
"17/11/14","01:49",1.1
"17/11/14","07:06",2.7
"17/11/14","14:23",0.8
"17/11/14","19:41",2.9
"18/11/14","02:53",0.8
"18/11/14","08:15",2.8
"18/11/14","15:13",0.7
"18/11/14","20:36",3.1
"19/11/14","03:47",0.6
"19/11/14","09:04",3
"19/11/14","15:58",0.6
"19/11/14","21:26",3.2
"20/11/14","04:38",0.5
"20/11/14","09:45",3.1
"20/11/14","16:47",0.5
"20/11/14","21:49",3.3
"21/11/14","05:28",0.5
"21/11/14","10:28",3.1
"21/11/14","17:32",0.5
"21/11/14","22:34",3.3
"22/11/14","06:19",0.4
"22/11/14","11:09",3.2
"22/11/14","18:17",0.4
"22/11/14","23:19",3.4
"23/11/14","07:00",0.4
"23/11/14","11:51",3.2
"23/11/14","18:51",0.4
"24/11/14","00:04",3.4
"24/11/14","07:51",0.4
"24/11/14","12:34",3.2
"24/11/14","19:36",0.4
"25/11/14","00:53",3.4
"25/11/14","08:43",0.4
"25/11/14","13:15",3.2
"25/11/14","20:21",0.5
"26/11/14","01:32",3.3
"26/11/14","09:28",0.4
"26/11/14","14:02",3.1
"26/11/14","20:49",0.6
"27/11/14","02:11",3.3
"27/11/14","09:28",0.5
"27/11/14","14:45",3
"27/11/14","21:19",0.7
"28/11/14","03:04",3.2
"28/11/14","10:17",0.6
"28/11/14","15:32",3
"28/11/14","22:06",0.8
"29/11/14","04:09",3.1
"29/11/14","11:17",0.7
"29/11/14","16:45",2.9
"29/11/14","23:11",0.8
"30/11/14","05:32",3
"30/11/14","12:30",0.7
"30/11/14","18:06",3
"01/12/14","01:15",0.8
"01/12/14","06:43",3.1
"01/12/14","13:34",0.7
"01/12/14","19:08",3.1
"02/12/14","02:26",0.6
"02/12/14","07:47",3.1
"02/12/14","14:24",0.6
"02/12/14","20:06",3.3
"03/12/14","03:41",0.5
"03/12/14","08:41",3.2
"03/12/14","15:13",0.6
"03/12/14","21:00",3.4
"04/12/14","04:53",0.4
"04/12/14","09:34",3.2
"04/12/14","16:21",0.6
"04/12/14","21:41",3.4
"05/12/14","05:53",0.3
"05/12/14","10:26",3.2
"05/12/14","17:34",0.6
"05/12/14","22:23",3.4
"06/12/14","06:45",0.3
"06/12/14","11:19",3.2
"06/12/14","18:32",0.6
"06/12/14","23:08",3.4
"07/12/14","07:19",0.4
"07/12/14","11:58",3.1
"07/12/14","18:32",0.6
"07/12/14","23:54",3.3
"08/12/14","07:56",0.4
"08/12/14","12:34",3.1
"08/12/14","19:26",0.6
"09/12/14","00:32",3.3
"09/12/14","08:32",0.5
"09/12/14","13:11",3.1
"09/12/14","19:56",0.7
"10/12/14","01:08",3.2
"10/12/14","08:51",0.6
"10/12/14","13:49",3
"10/12/14","20:38",0.7
"11/12/14","01:43",3.1
"11/12/14","09:11",0.7
"11/12/14","14:26",2.9
"11/12/14","20:38",0.8
"12/12/14","02:15",3.1
"12/12/14","09:36",0.7
"12/12/14","14:49",2.8
"12/12/14","21:21",0.9
"13/12/14","02:49",2.9
"13/12/14","09:34",0.8
"13/12/14","15:39",2.8
"13/12/14","21:47",1
"14/12/14","03:38",2.8
"14/12/14","10:24",0.9
"14/12/14","16:43",2.7
"14/12/14","23:09",1.1
"15/12/14","04:45",2.7
"15/12/14","11:23",1
"15/12/14","17:45",2.8
"16/12/14","00:38",1.1
"16/12/14","05:58",2.6
"16/12/14","12:36",1
"16/12/14","18:41",2.9
"17/12/14","02:02",0.9
"17/12/14","07:08",2.7
"17/12/14","14:24",0.9
"17/12/14","19:34",3
"18/12/14","03:02",0.7
"18/12/14","08:17",2.8
"18/12/14","15:17",0.7
"18/12/14","20:28",3.1
"19/12/14","03:56",0.6
"19/12/14","09:13",2.9
"19/12/14","16:04",0.6
"19/12/14","21:23",3.2
"20/12/14","04:49",0.5
"20/12/14","09:58",3
"20/12/14","16:51",0.5
"20/12/14","22:11",3.3
"21/12/14","05:51",0.5
"21/12/14","10:47",3.1
"21/12/14","17:39",0.5
"21/12/14","23:00",3.4
"22/12/14","06:51",0.3
"22/12/14","11:32",3.2
"22/12/14","18:36",0.4
"22/12/14","23:51",3.5
"23/12/14","07:49",0.2
"23/12/14","12:17",3.3
"23/12/14","19:36",0.3
"24/12/14","00:32",3.5
"24/12/14","08:38",0.2
"24/12/14","13:06",3.3
"24/12/14","20:30",0.4
"25/12/14","01:13",3.5
"25/12/14","09:09",0.3
"25/12/14","13:45",3.3
"25/12/14","21:15",0.4
"26/12/14","02:04",3.5
"26/12/14","09:47",0.3
"26/12/14","14:24",3.2
"26/12/14","21:26",0.5
"27/12/14","02:54",3.4
"27/12/14","10:34",0.5
"27/12/14","15:23",3.1
"27/12/14","22:23",0.7
"28/12/14","03:45",3.2
"28/12/14","10:26",0.6
"28/12/14","16:32",3
"28/12/14","23:32",0.8
"29/12/14","04:58",3.1
"29/12/14","11:23",0.7
"29/12/14","17:43",3
"30/12/14","00:49",0.8
"30/12/14","06:08",3
"30/12/14","12:32",0.8
"30/12/14","18:45",3.1
"31/12/14","02:08",0.7
"31/12/14","07:13",3
"31/12/14","13:45",0.8
"31/12/14","19:38",3.1
"01/01/15","03:38",0.6
"01/01/15","08:17",3
"01/01/15","14:41",0.8
"01/01/15","20:32",3.2
"02/01/15","04:45",0.5
"02/01/15","09:21",3
"02/01/15","15:21",0.8
"02/01/15","21:21",3.3
"03/01/15","05:41",0.4
"03/01/15","10:19",3
"03/01/15","16:11",0.7
"03/01/15","22:09",3.3
"04/01/15","06:17",0.4
"04/01/15","11:06",3
"04/01/15","17:21",0.7
"04/01/15","22:58",3.3
"05/01/15","06:58",0.4
"05/01/15","11:39",3.1
"05/01/15","18:28",0.7
"05/01/15","23:38",3.3
"06/01/15","07:39",0.4
"06/01/15","12:19",3.1
"06/01/15","19:06",0.6
"07/01/15","00:11",3.3
"07/01/15","07:58",0.5
"07/01/15","12:56",3.1
"07/01/15","19:47",0.6
"08/01/15","00:53",3.3
"08/01/15","08:24",0.5
"08/01/15","13:30",3.1
"08/01/15","20:21",0.7
"09/01/15","01:23",3.2
"09/01/15","08:51",0.5
"09/01/15","13:43",3
"09/01/15","20:38",0.7
"10/01/15","01:45",3.2
"10/01/15","09:17",0.6
"10/01/15","14:19",3
"10/01/15","21:15",0.8
"11/01/15","02:19",3.1
"11/01/15","09:26",0.7
"11/01/15","14:53",2.9
"11/01/15","21:23",0.9
"12/01/15","03:04",3
"12/01/15","09:58",0.8
"12/01/15","15:43",2.8
"12/01/15","22:23",1
"13/01/15","04:00",2.8
"13/01/15","10:49",0.9
"13/01/15","16:47",2.8
"13/01/15","23:36",1
"14/01/15","05:04",2.7
"14/01/15","11:47",1
"14/01/15","17:53",2.8
"15/01/15","01:13",1
"15/01/15","06:15",2.6
"15/01/15","12:58",1
"15/01/15","18:54",2.9
"16/01/15","02:30",0.8
"16/01/15","07:28",2.7
"16/01/15","14:32",0.9
"16/01/15","19:56",3
"17/01/15","03:28",0.7
"17/01/15","08:38",2.8
"17/01/15","15:32",0.7
"17/01/15","20:58",3.2
"18/01/15","04:32",0.6
"18/01/15","09:38",3
"18/01/15","16:26",0.6
"18/01/15","21:54",3.3
"19/01/15","05:41",0.4
"19/01/15","10:28",3.2
"19/01/15","17:28",0.4
"19/01/15","22:45",3.4
"20/01/15","06:43",0.3
"20/01/15","11:15",3.3
"20/01/15","18:36",0.3
"20/01/15","23:30",3.6
"21/01/15","07:38",0.2
"21/01/15","12:04",3.4
"21/01/15","19:36",0.2
"22/01/15","00:15",3.6
"22/01/15","08:09",0.1
"22/01/15","12:45",3.4
"22/01/15","20:24",0.2
"23/01/15","01:06",3.7
"23/01/15","08:56",0.1
"23/01/15","13:26",3.5
"23/01/15","20:58",0.2
"24/01/15","01:53",3.6
"24/01/15","09:43",0.2
"24/01/15","14:17",3.4
"24/01/15","21:47",0.3
"25/01/15","02:36",3.5
"25/01/15","10:19",0.4
"25/01/15","15:11",3.3
"25/01/15","22:39",0.5
"26/01/15","03:32",3.3
"26/01/15","10:23",0.6
"26/01/15","15:53",3.1
"26/01/15","23:34",0.7
"27/01/15","04:39",3.1
"27/01/15","11:04",0.8
"27/01/15","17:02",3
"28/01/15","00:34",0.8
"28/01/15","05:47",2.9
"28/01/15","11:41",0.9
"28/01/15","18:04",3
"29/01/15","01:41",0.8
"29/01/15","06:53",2.8
"29/01/15","12:56",1
"29/01/15","19:08",3
"30/01/15","03:17",0.8
"30/01/15","08:00",2.8
"30/01/15","14:08",1
"30/01/15","20:09",3
"31/01/15","04:21",0.6
"31/01/15","09:11",2.9
"31/01/15","15:09",0.9
"31/01/15","21:09",3.1
"01/02/15","05:06",0.5
"01/02/15","10:02",2.9
"01/02/15","16:21",0.8
"01/02/15","22:00",3.2
"02/02/15","05:56",0.4
"02/02/15","10:43",3
"02/02/15","17:28",0.7
"02/02/15","22:41",3.2
"03/02/15","06:41",0.4
"03/02/15","11:24",3.1
"03/02/15","18:15",0.6
"03/02/15","23:19",3.3
"04/02/15","07:02",0.4
"04/02/15","12:02",3.2
"04/02/15","18:53",0.5
"05/02/15","00:00",3.3
"05/02/15","07:34",0.4
"05/02/15","12:36",3.2
"05/02/15","19:32",0.5
"06/02/15","00:36",3.3
"06/02/15","07:58",0.4
"06/02/15","12:58",3.2
"06/02/15","19:56",0.5
"07/02/15","00:58",3.3
"07/02/15","08:32",0.5
"07/02/15","13:28",3.2
"07/02/15","20:38",0.6
"08/02/15","01:26",3.3
"08/02/15","08:45",0.5
"08/02/15","13:41",3.1
"08/02/15","20:32",0.7
"09/02/15","01:58",3.2
"09/02/15","09:09",0.6
"09/02/15","14:19",3.1
"09/02/15","21:15",0.8
"10/02/15","02:38",3
"10/02/15","09:36",0.8
"10/02/15","15:04",3
"10/02/15","21:54",0.9
"11/02/15","03:24",2.9
"11/02/15","10:13",0.9
"11/02/15","15:58",2.9
"11/02/15","22:54",1
"12/02/15","04:23",2.7
"12/02/15","11:02",1
"12/02/15","17:00",2.8
"13/02/15","00:08",1
"13/02/15","05:34",2.6
"13/02/15","12:04",1
"13/02/15","18:11",2.8
"14/02/15","01:41",0.9
"14/02/15","06:56",2.6
"14/02/15","13:28",1
"14/02/15","19:30",3
"15/02/15","02:56",0.8
"15/02/15","08:13",2.8
"15/02/15","15:02",0.8
"15/02/15","20:39",3.1
"16/02/15","04:13",0.6
"16/02/15","09:15",3
"16/02/15","16:09",0.6
"16/02/15","21:36",3.3
"17/02/15","05:26",0.4
"17/02/15","10:09",3.2
"17/02/15","17:24",0.4
"17/02/15","22:23",3.5
"18/02/15","06:21",0.3
"18/02/15","10:58",3.4
"18/02/15","18:34",0.2
"18/02/15","23:13",3.6
"19/02/15","07:02",0.1
"19/02/15","11:41",3.5
"19/02/15","19:23",0.1
"20/02/15","00:06",3.7
"20/02/15","undefined:undefined",NaN
"20/02/15","12:26",3.6
"20/02/15","20:04",0
"21/02/15","00:53",3.7
"21/02/15","08:45",0
"21/02/15","13:15",3.6
"21/02/15","20:54",0
"22/02/15","01:34",3.7
"22/02/15","09:17",0.2
"22/02/15","13:54",3.5
"22/02/15","21:47",0.1
"23/02/15","02:24",3.5
"23/02/15","09:45",0.3
"23/02/15","14:34",3.4
"23/02/15","22:32",0.4
"24/02/15","03:19",3.3
"24/02/15","10:17",0.6
"24/02/15","15:28",3.2
"24/02/15","22:49",0.6
"25/02/15","04:13",3
"25/02/15","10:24",0.8
"25/02/15","16:28",3
"25/02/15","23:41",0.8
"26/02/15","05:09",2.8
"26/02/15","11:09",1
"26/02/15","17:34",2.8
"27/02/15","01:13",0.9
"27/02/15","06:11",2.7
"27/02/15","12:21",1.2
"27/02/15","18:38",2.8
"28/02/15","02:47",0.9
"28/02/15","07:23",2.7
"28/02/15","14:02",1.2
"28/02/15","19:43",2.8
"01/03/15","03:54",0.7
"01/03/15","08:38",2.8
"01/03/15","15:23",1
"01/03/15","20:45",3
"02/03/15","04:49",0.6
"02/03/15","09:38",2.9
"02/03/15","16:26",0.8
"02/03/15","21:39",3.1
"03/03/15","05:32",0.4
"03/03/15","10:23",3.1
"03/03/15","17:15",0.6
"03/03/15","22:24",3.2
"04/03/15","05:58",0.4
"04/03/15","11:02",3.2
"04/03/15","17:53",0.5
"04/03/15","23:06",3.3
"05/03/15","06:34",0.3
"05/03/15","11:39",3.3
"05/03/15","18:36",0.4
"05/03/15","23:47",3.3
"06/03/15","07:00",0.3
"06/03/15","12:09",3.3
"06/03/15","19:06",0.4
"07/03/15","00:15",3.3
"07/03/15","07:38",0.3
"07/03/15","12:41",3.3
"07/03/15","19:51",0.4
"08/03/15","00:45",3.3
"08/03/15","08:00",0.4
"08/03/15","12:54",3.2
"08/03/15","20:24",0.5
"09/03/15","01:13",3.3
"09/03/15","08:34",0.5
"09/03/15","13:24",3.2
"09/03/15","20:38",0.6
"10/03/15","01:43",3.2
"10/03/15","08:49",0.6
"10/03/15","14:02",3.1
"10/03/15","21:11",0.7
"11/03/15","02:19",3.1
"11/03/15","09:17",0.7
"11/03/15","14:45",3
"11/03/15","21:39",0.8
"12/03/15","03:04",2.9
"12/03/15","09:56",0.8
"12/03/15","15:28",2.9
"12/03/15","22:21",0.9
"13/03/15","04:00",2.8
"13/03/15","10:45",1
"13/03/15","16:21",2.9
"13/03/15","23:15",0.9
"14/03/15","05:08",2.6
"14/03/15","11:39",1
"14/03/15","17:36",2.8
"15/03/15","01:13",0.9
"15/03/15","06:36",2.6
"15/03/15","13:06",1
"15/03/15","19:02",2.9
"16/03/15","02:34",0.8
"16/03/15","07:54",2.8
"16/03/15","14:45",0.8
"16/03/15","20:13",3.1
"17/03/15","03:41",0.6
"17/03/15","08:56",3.1
"17/03/15","15:53",0.6
"17/03/15","21:11",3.3
"18/03/15","04:53",0.4
"18/03/15","09:49",3.3
"18/03/15","17:13",0.4
"18/03/15","22:08",3.5
"19/03/15","05:54",0.2
"19/03/15","10:34",3.5
"19/03/15","18:11",0.2
"19/03/15","23:02",3.6
"20/03/15","06:51",0
"20/03/15","11:23",3.6
"20/03/15","19:00",0
"20/03/15","23:49",3.7
"21/03/15","07:41",0
"21/03/15","12:11",3.6
"21/03/15","undefined:undefined",NaN
"22/03/15","00:34",3.7
"22/03/15","08:11",0.1
"22/03/15","12:47",3.6
"22/03/15","undefined:undefined",NaN
"23/03/15","01:23",3.7
"23/03/15","08:51",0.1
"23/03/15","13:28",3.5
"23/03/15","21:30",0.1
"24/03/15","02:13",3.5
"24/03/15","09:30",0.4
"24/03/15","14:17",3.4
"24/03/15","21:58",0.3
"25/03/15","02:54",3.3
